Symbol
ACC
ABBOTINDIA
ADANIENT
ADANIGREEN
ADANIPORTS
ADANITRANS
ALKEM
AMBUJACEM
APOLLOHOSP
ASIANPAINT
AUROPHARMA
DMART
AXISBANK
BAJAJ-AUTO
BAJFINANCE
BAJAJFINSV
BAJAJHLDNG
BANDHANBNK
BERGEPAINT
BPCL
BHARTIARTL
BIOCON
BOSCHLTD
BRITANNIA
CADILAHC
CIPLA
COALINDIA
COLPAL
DLF
DABUR
DIVISLAB
DRREDDY
EICHERMOT
GAIL
GLAND
GODREJCP
GRASIM
HCLTECH
HDFCAMC
HDFCBANK
HDFCLIFE
HAVELLS
HEROMOTOCO
HINDALCO
HINDPETRO
HINDUNILVR
HDFC
ICICIBANK
ICICIGI
ICICIPRULI
ITC
IOC
IGL
INDUSTOWER
INDUSINDBK
NAUKRI
INFY
INDIGO
JSWSTEEL
JUBLFOOD
KOTAKBANK
LTI
LT
LUPIN
MRF
M&M
MARICO
MARUTI
MUTHOOTFIN
NMDC
NTPC
NESTLEIND
ONGC
PETRONET
PIDILITIND
PEL
POWERGRID
PGHH
PNB
RELIANCE
SBICARD
SBILIFE
SHREECEM
SIEMENS
SBIN
SUNPHARMA
TCS
TATACONSUM
TATAMOTORS
TATASTEEL
TECHM
TITAN
TORNTPHARM
UPL
ULTRACEMCO
UBL
MCDOWELL-N
VEDL
WIPRO
YESBANK
3MINDIA
ABB
POWERINDIA
AIAENG
APLAPOLLO
AUBANK
AARTIDRUGS
AARTIIND
AAVAS
ATGL
ABCAPITAL
ABFRL
ADVENZYMES
AEGISCHEM
AFFLE
AJANTPHARM
AKZOINDIA
ALEMBICLTD
APLLTD
ALKYLAMINE
ALOKINDS
AMARAJABAT
AMBER
ANGELBRKG
APOLLOTYRE
ASAHIINDIA
ASHOKLEY
ASHOKA
ASTERDM
ASTRAZEN
ASTRAL
ATUL
AVANTIFEED
BASF
BEML
BSE
BAJAJCON
BAJAJELEC
BALAMINES
BALKRISIND
BALMLAWRIE
BALRAMCHIN
BANKBARODA
BANKINDIA
MAHABANK
BATAINDIA
BAYERCROP
BDL
BEL
BHARATFORG
BHEL
BHARATRAS
BIRLACORPN
BSOFT
BLISSGVS
BLUEDART
BLUESTARCO
BBTC
BRIGADE
BURGERKING
CCL
CESC
CRISIL
CSBBANK
CANFINHOME
CANBK
CAPLIPOINT
CGCL
CARBORUNIV
CASTROLIND
CEATLTD
CENTRALBK
CDSL
CENTURYPLY
CENTURYTEX
CERA
CHALET
CHAMBLFERT
CHOLAHLDNG
CHOLAFIN
CUB
COCHINSHIP
COFORGE
CAMS
CONCOR
COROMANDEL
CREDITACC
CROMPTON
CUMMINSIND
CYIENT
DCBBANK
DCMSHRIRAM
DALBHARAT
DEEPAKNTR
DELTACORP
DHANI
DHANUKA
DBL
DISHTV
DCAL
DIXON
LALPATHLAB
EIDPARRY
EIHOTEL
EPL
EDELWEISS
ELGIEQUIP
EMAMILTD
ENDURANCE
ENGINERSIN
EQUITAS
ERIS
ESCORTS
EXIDEIND
FDC
FEDERALBNK
FINEORG
FINCABLES
FINPIPE
FSL
FORTIS
FCONSUMER
FRETAIL
GEPIL
GMMPFAUDLR
GMRINFRA
GALAXYSURF
GRSE
GARFIBRES
GICRE
GILLETTE
GLAXO
GLENMARK
GODFRYPHLP
GODREJAGRO
GODREJIND
GODREJPROP
GRANULES
GRAPHITE
GESHIP
GREAVESCOT
GRINDWELL
GUJALKALI
GAEL
FLUOROCHEM
GUJGASLTD
GNFC
GPPL
GSFC
GSPL
GULFOILLUB
HEG
HFCL
HAPPSTMNDS
HATSUN
HEIDELBERG
HEMIPROP
HSCL
HAL
HINDCOPPER
HINDZINC
HONAUT
HUDCO
HUHTAMAKI
ISEC
IDBI
IDFCFIRSTB
IDFC
IFBIND
IIFL
IIFLWAM
IOLCP
IRB
IRCON
ITI
INDIACEM
IBULHSGFIN
IBREALEST
INDIAMART
INDIANB
IEX
INDHOTEL
IOB
IRCTC
ICIL
INDOCO
INFIBEAM
INGERRAND
INOXLEISUR
INTELLECT
IPCALAB
JBCHEPHARM
JKCEMENT
JKLAKSHMI
JKPAPER
JKTYRE
JMFINANCIL
JSWENERGY
JTEKTINDIA
JAMNAAUTO
JINDALSAW
JSLHISAR
JSL
JINDALSTEL
JCHAC
JUSTDIAL
JYOTHYLAB
KPRMILL
KEI
KNRCON
KPITTECH
KRBL
KSB
KAJARIACER
KALPATPOWR
KANSAINER
KARURVYSYA
KSCL
KEC
L&TFH
LTTS
LICHSGFIN
LAOPALA
LAXMIMACH
LAURUSLABS
LEMONTREE
LINDEINDIA
LUXIND
MASFIN
MMTC
MOIL
MGL
MAHSCOOTER
MAHSEAMLES
M&MFIN
MAHINDCIE
MHRIL
MAHLOG
MANAPPURAM
MRPL
MFSL
MAXHEALTH
MAZDOCK
METROPOLIS
MINDTREE
MINDACORP
MINDAIND
MIDHANI
MOTILALOFS
MPHASIS
MCX
NATCOPHARM
NBCC
NCC
NESCO
NHPC
NLCINDIA
NOCIL
NH
NATIONALUM
NFL
NAVINFLUOR
NETWORK18
NILKAMAL
NAM-INDIA
OBEROIRLTY
OIL
OFSS
ORIENTELEC
ORIENTREF
PIIND
PNBHOUSING
PNCINFRA
PVR
PAGEIND
PERSISTENT
PFIZER
PHILIPCARB
PHOENIXLTD
POLYMED
POLYCAB
POLYPLEX
PFC
PRESTIGE
PRINCEPIPE
PRSMJOHNSN
PGHL
QUESS
RBLBANK
RECLTD
RITES
RADICO
RVNL
RAIN
RAJESHEXPO
RALLIS
RCF
RATNAMANI
RAYMOND
REDINGTON
RELAXO
RESPONIND
ROSSARI
ROUTE
SIS
SJVN
SKFINDIA
SRF
SANOFI
SCHAEFFLER
SCHNEIDER
SEQUENT
SHARDACROP
SFL
SHILPAMED
SCI
SHOPERSTOP
SHRIRAMCIT
SRTRANSFIN
SOBHA
SOLARINDS
SOLARA
SONATSOFTW
SPANDANA
SPICEJET
STARCEMENT
SAIL
SWSOLAR
STLTECH
STAR
SUDARSCHEM
SUMICHEM
SPARC
SUNTV
SUNCLAYLTD
SUNDARMFIN
SUNDRMFAST
SUNTECK
SUPRAJIT
SUPREMEIND
SUPPETRO
SUVENPHAR
SUZLON
SWANENERGY
SYMPHONY
SYNGENE
TCIEXP
TCNSBRANDS
TTKPRESTIG
TV18BRDCST
TVSMOTOR
TANLA
TASTYBITE
TATACHEM
TATACOFFEE
TATACOMM
TATAELXSI
TATAINVEST
TATAMTRDVR
TATAPOWER
TEAMLEASE
NIACL
RAMCOCEM
THERMAX
THYROCARE
TIMKEN
TORNTPOWER
TRENT
TRIDENT
TRITURBINE
TIINDIA
UCOBANK
UFLEX
UTIAMC
UJJIVAN
UJJIVANSFB
UNIONBANK
VGUARD
VMART
VIPIND
VSTIND
VAIBHAVGBL
VAKRANGEE
VALIANTORG
VTL
VARROC
VBL
VENKEYS
VINATIORGA
IDEA
VOLTAS
WABCOINDIA
WELCORP
WELSPUNIND
WESTLIFE
WHIRLPOOL
WOCKPHARMA
ZEEL
ZENSARTECH
ZYDUSWELL
ECLERX
ADFFOODS
AGCNET
ACCELYA
ACE
ATFL
AHLUCONT
AMRUTANJAN
ANDHRAPAP
ANDHRSUGAR
APARINDS
APCOTEXIND
APEX
ARVINDFASN
ARVIND
ASHIANA
ASIANTILES
ASTEC
ASTRAMICRO
AUTOAXLES
BFINVEST
BFUTILITIE
BLS
BAJAJHIND
BANCOINDIA
BEPL
BODALCHEM
BOMDYEING
BOROLTD
BORORENEW
CARERATING
CGPOWER
CAMLINFINE
CAPACITE
CENTRUM
CHEMCON
CHENNPETRO
CIGNITITEC
CLNINDIA
CONFIPET
COSMOFILMS
DBCORP
DFMFOODS
DALMIASUG
DEEPAKFERT
DHAMPURSUG
DOLAT
DOLLAR
DREDGECORP
ESABINDIA
ELECTCAST
EQUITASBNK
EVEREADY
EXCELINDUS
FACT
FIEMIND
FILATEX
FORCEMOT
FEL
FLFL
GMBREW
GET&D
GOCLCORP
GTLINFRA
GABRIEL
GDL
GATI
GENUSPOWER
GEOJITFSL
GPIL
GOODYEAR
GREENLAM
GREENPANEL
GREENPLY
GIPCL
GMDCLTD
HGINFRA
HBLPOWER
HIL
HCG
HERITGFOOD
HESTERBIO
HIKAL
HIMATSEIDE
HGS
HCC
HNDFDS
HINDOILEXP
HONDAPOWER
IGPL
ICRA
IFCI
IIFLSEC
INEOSSTYRO
ITDCEM
IGARASHI
INDIAGLYCO
INDNIPPON
ITDC
INDIANHUME
IMFA
INDOSTAR
INOXWIND
INSECTICID
JKIL
JBMA
JMCPROJECT
JSWHL
JSWISPL
JAGRAN
JAICORPLTD
JPASSOCIAT
JPPOWER
J&KBANK
JINDALPOLY
JINDWORLD
KCP
KSL
KTKBANK
KENNAMET
KINGFA
KIRIINDUS
